nationality	time_on_page	layer	adapted_to_nationality	avatar_pictures_shown	manipulation_lev	stories_read	stories_read_dichotomized	stories_rated	stories_rated_dichotomized	comments_written	comments_written_dichotomized	stories_written	stories_written_dichotomized	avatars_clicked	avatars_clicked_dichotomized	newsletter	registered	photo
ES	19.0	ugc	TRUE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	142.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	93.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE
MX	117.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	160.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	33.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	2725.0	ugc	FALSE	TRUE	ugc_es_without_avatars	4	TRUE	0	FALSE	4	TRUE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	27.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	55.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	293.0	symbols	FALSE	TRUE	symbols_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	70.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	21.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	50.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	29.0	all	FALSE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	1185.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	3	TRUE	0	FALSE	0	FALSE	1	TRUE	0	FALSE	FALSE	TRUE	FALSE
MX	170.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	97.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE
MX	20.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	326.0	ugc	FALSE	TRUE	ugc_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	20.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	58.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	8.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	49.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	9.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	70.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	1228.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	288.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	1	TRUE	6	TRUE	2	TRUE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE
MX	81.0	all	FALSE	TRUE	all_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	341.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	2	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	100.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	304.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	60.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	95.0	ugc	FALSE	TRUE	ugc_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	307.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	130.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	84.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	139.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	39.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	58.0	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	ugc	TRUE	TRUE	ugc_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	99.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	49.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	19.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	21.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	24.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	64.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	8.0	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	70.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	61.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	247.0	symbols	FALSE	TRUE	symbols_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	7.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	70.0	symbols	FALSE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	101.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	200.0	all	TRUE	TRUE	all_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	dialect	TRUE	TRUE	dialect_es_without_avatars	11	TRUE	10	TRUE	1	TRUE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE
ES	39.0	ugc	FALSE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	89.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	40.0	all	FALSE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	19.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	80.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	symbols	TRUE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	9.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	309.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	11.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	218.0	ugc	TRUE	TRUE	ugc_es_without_avatars	2	TRUE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	508.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	2	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	21.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	79.0	ugc	FALSE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	28.0	ugc	FALSE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	51.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	ugc	TRUE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	19.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	20.0	symbols	TRUE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	861.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	9.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	60.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	25.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	19.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	60.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	98.0	symbols	FALSE	TRUE	symbols_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	1	TRUE	FALSE	FALSE	FALSE
MX	NA	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	511.0	dialect	FALSE	TRUE	dialect_mx_without_avatars	2	TRUE	0	FALSE	0	FALSE	1	TRUE	0	FALSE	FALSE	TRUE	FALSE
MX	NA	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	dialect	FALSE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	81.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	symbols	FALSE	TRUE	symbols_es_without_avatars	12	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	symbols	FALSE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	88.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	2	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	940.0	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	symbols	TRUE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	10.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	69.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	51.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	74.0	all	FALSE	TRUE	all_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE
MX	30.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	81.0	all	TRUE	TRUE	all_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	51.0	ugc	TRUE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	577.0	symbols	FALSE	TRUE	symbols_es_without_avatars	3	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	30.0	all	FALSE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	141.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	353.0	ugc	TRUE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	1	TRUE	0	FALSE	FALSE	FALSE	FALSE
ES	93.0	symbols	FALSE	TRUE	symbols_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	26.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	277.0	all	FALSE	TRUE	all_es_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	611.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	240.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	90.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	1600.0	symbols	TRUE	TRUE	symbols_es_without_avatars	9	TRUE	0	FALSE	1	TRUE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	1683.0	all	FALSE	TRUE	all_es_without_avatars	1	TRUE	3	TRUE	0	FALSE	0	FALSE	0	FALSE	TRUE	TRUE	TRUE
MX	10.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	48.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	symbols	FALSE	TRUE	symbols_mx_without_avatars	2	TRUE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	30.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	90.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	60.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	34.0	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	29.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	151.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	91.0	dialect	FALSE	TRUE	dialect_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	113.0	ugc	FALSE	TRUE	ugc_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	128.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	381.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	90.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	34.0	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	20.0	ugc	NEUTRAL	TRUE	ugc_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	80.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	40.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	97.0	dialect	FALSE	TRUE	dialect_es_without_avatars	1	TRUE	1	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	symbols	FALSE	TRUE	symbols_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	77.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	9.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	294.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	3	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	130.0	all	TRUE	TRUE	all_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	59.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	109.0	all	FALSE	TRUE	all_es_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	NA	dialect	FALSE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	72.0	dialect	NEUTRAL	TRUE	dialect_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	NA	dialect	TRUE	TRUE	dialect_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	10.0	symbols	NEUTRAL	TRUE	symbols_ne_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
MX	52.0	symbols	TRUE	TRUE	symbols_mx_without_avatars	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
ES	153.0	ugc	FALSE	TRUE	ugc_mx_without_avatars	1	TRUE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	TRUE	FALSE	FALSE
MX	784.0	ugc	TRUE	TRUE	ugc_mx_without_avatars	2	TRUE	2	TRUE	0	FALSE	0	FALSE	0	FALSE	FALSE	FALSE	FALSE
